{4C2E3076-7EF3-4A7B-97DB-D85149174FC5},71995,1995-09-29 00:00,CM21 9PF,F,Y,L,136,,LAWRENCE MOORINGS,SAWBRIDGEWORTH,SAWBRIDGEWORTH,EPPING FOREST,ESSEX,A,A
{4303A8D3-E68A-47F0-84D0-B8F3DCC5A06A},56400,1995-12-08 00:00,TW3 4BZ,F,Y,L,SORREL HOUSE,FLAT 5,TAYLOR CLOSE,HOUNSLOW,HOUNSLOW,HOUNSLOW,GREATER LONDON,A,A
{74C4CC57-567E-47B8-B527-D4D6667861C9},49995,1995-03-24 00:00,CM21 9PF,F,N,L,150,,LAWRENCE MOORINGS,SAWBRIDGEWORTH,SAWBRIDGEWORTH,EPPING FOREST,ESSEX,A,A
{95B7E33E-D90B-406B-A91E-EAB7BC8A08DC},38495,1995-06-14 00:00,SG1 2AJ,F,Y,L,44,,PRESTATYN CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,A,A
{4420B9E3-47EF-4C1F-832A-BD11DAEA7538},82995,1995-05-19 00:00,E3 2UR,F,Y,L,PARK WEST BUILDING,FLAT 2,FAIRFIELD ROAD,LONDON,LONDON,TOWER HAMLETS,GREATER LONDON,A,A
{F0FA487A-27A6-46FB-92AD-DCAD0821BF0F},49995,1995-03-06 00:00,CM21 9PF,F,Y,L,134,,LAWRENCE MOORINGS,SAWBRIDGEWORTH,SAWBRIDGEWORTH,EPPING FOREST,ESSEX,A,A
{E26A82F7-4962-46E0-B4F2-C71BD4EE96BE},99950,1995-07-31 00:00,SE1 3HS,F,Y,L,13,,LEATHERMARKET COURT,LONDON,LONDON,SOUTHWARK,GREATER LONDON,A,A
{1319C7D1-F934-485F-9156-CDC3487C170E},34995,1995-12-21 00:00,SG1 2AL,F,Y,L,103,,PRESTATYN CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,A,A
{E02A7B57-6642-4F06-97DB-DCB2BE2E845D},44995,1995-12-06 00:00,SG1 2AL,F,Y,L,94,,PRESTATYN CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,A,A
{60228AF5-7405-4CC5-9A0D-DCB347CCDD57},128000,1995-08-31 00:00,SE1 3HS,F,Y,L,6,,LEATHERMARKET COURT,LONDON,LONDON,SOUTHWARK,GREATER LONDON,A,A
{B6510BFA-3958-4D70-9277-BD1C6E642F41},54995,1995-08-25 00:00,OX26 4US,T,Y,F,68,,COOPERS GREEN,BICESTER,BICESTER,CHERWELL,OXFORDSHIRE,A,A
{0D2EB172-A07B-41F2-A41F-D4E3EFDD44A0},35995,1995-12-14 00:00,SG1 2AL,F,Y,L,88,,PRESTATYN CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,A,A
{93C124FC-9CCD-4D95-858E-E03341741A45},89950,1995-12-15 00:00,IP2 8RS,D,Y,F,65,,MONMOUTH CLOSE,IPSWICH,IPSWICH,IPSWICH,SUFFOLK,A,A
{834F2D17-7496-49DA-A024-EAC961CD0311},239150,1995-04-05 00:00,SW1V 2DN,F,Y,L,"HARDING HOUSE, 24",FLAT 10,GLOUCESTER STREET,LONDON,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A
{61B3697B-2E58-461E-928E-CDD6224C54F9},50995,1995-12-01 00:00,OX26 4US,T,Y,F,78,,COOPERS GREEN,BICESTER,BICESTER,CHERWELL,OXFORDSHIRE,A,A
{0F0D680E-D052-4E98-82B0-C0B6FF6E7938},71995,1995-03-31 00:00,CM21 9PF,F,Y,L,141,,LAWRENCE MOORINGS,SAWBRIDGEWORTH,SAWBRIDGEWORTH,EPPING FOREST,ESSEX,A,A
{D591B57E-600B-4AC2-915C-E3DF2125E2A5},230000,1995-05-03 00:00,SW1V 2DN,F,Y,L,"HERRING HOUSE, 18",FLAT 8,GLOUCESTER STREET,LONDON,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A
{4E48464B-CC63-49DD-82D1-C438921E60BE},76000,1995-09-15 00:00,IP2 8RS,D,Y,F,85,,MONMOUTH CLOSE,IPSWICH,IPSWICH,IPSWICH,SUFFOLK,A,A
{DAC04A2B-B5BF-4CE1-A193-B9B70D9E8893},84995,1995-05-04 00:00,E3 2UR,F,Y,L,PARK WEST BUILDING,FLAT 42,FAIRFIELD ROAD,LONDON,LONDON,TOWER HAMLETS,GREATER LONDON,A,A
{3500C368-3633-403D-9523-DCD618D9C202},100000,1995-05-26 00:00,OX26 4US,D,Y,F,93,,COOPERS GREEN,BICESTER,BICESTER,CHERWELL,OXFORDSHIRE,A,A
{534F7344-5C7D-4AE2-A88A-D88343D1AD4A},27995,1995-06-22 00:00,SG1 2AJ,F,Y,L,54,,PRESTATYN CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,A,A
{8DF6AD88-6AB3-4C7E-ACAB-C4435667EBF5},105950,1995-08-25 00:00,SE1 3HS,F,Y,L,50,,LEATHERMARKET COURT,LONDON,LONDON,SOUTHWARK,GREATER LONDON,A,A
{28612785-EBE4-452D-B098-CA7DEDE2BAC3},65500,1995-12-01 00:00,TW3 4BZ,F,Y,L,CLOVER HOUSE,FLAT 1,TAYLOR CLOSE,HOUNSLOW,HOUNSLOW,HOUNSLOW,GREATER LONDON,A,A
{FF2CB432-AFBD-4E87-9904-C74C0B16FA7F},82995,1995-05-12 00:00,CM21 9PF,F,Y,L,152,,LAWRENCE MOORINGS,SAWBRIDGEWORTH,SAWBRIDGEWORTH,EPPING FOREST,ESSEX,A,A
{DA2AB5AE-970D-4A1E-B6FF-BCB32107A521},44950,1995-05-15 00:00,SG1 2AJ,F,Y,L,25,,PRESTATYN CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,A,A
